0173,Fuel Trim too Rich (Bank 1)
0174,Fuel Trim Malfunction (Bank 2)
0175,Fuel Trim too Lean (Bank 2)
0176,Fuel Trim too Rich (Bank 2)
0177,Fuel Composition Sensor Circuit Malfunction
0178,Fuel Composition Sensor Circuit Range/Performance
0179,Fuel Composition Sensor Circuit Low Input
0180,Fuel Composition Sensor Circuit High Input
0181,Fuel Temperature Sensor A Circuit Malfunction
0182,Fuel Temperature Sensor A Circuit Range/Performance
0183,Fuel Temperature Sensor A Circuit Low Input
0184,Fuel Temperature Sensor A Circuit High Input
0185,Fuel Temperature Sensor A Circuit Intermittent
0186,Fuel Temperature Sensor B Circuit Malfunction
0187,Fuel Temperature Sensor B Circuit Range/Performance
0188,Fuel Temperature Sensor B Circuit Low Input
0189,Fuel Temperature Sensor B Circuit High Input
0190,Fuel Temperature Sensor B Circuit Intermittent
0191,Fuel Rail Pressure Sensor Circuit Malfunction
0192,Fuel Rail Pressure Sensor Circuit Range/Performance
0193,Fuel Rail Pressure Sensor Circuit Low Input
0194,Fuel Rail Pressure Sensor Circuit High Input
0195,Fuel Rail Pressure Sensor Circuit Intermittent
0196,Engine Oil Temperature Sensor Malfunction
0197,Engine Oil Temperature Sensor Range/Performance
0198,Engine Oil Temperature Sensor Low
0199,Engine Oil Temperature Sensor High
0200,Engine Oil Temperature Sensor Intermittent
0201,Injector Circuit Malfunction
0202,Injector Circuit Malfunction - Cylinder 1
0203,Injector Circuit Malfunction - Cylinder 2
0204,Injector Circuit Malfunction - Cylinder 3
0205,Injector Circuit Malfunction - Cylinder 4
0206,Injector Circuit Malfunction - Cylinder 5
0207,Injector Circuit Malfunction - Cylinder 6
0208,Injector Circuit Malfunction - Cylinder 7
0209,Injector Circuit Malfunction - Cylinder 8
0210,Injector Circuit Malfunction - Cylinder 9
0211,Injector Circuit Malfunction - Cylinder 10
0212,Injector Circuit Malfunction - Cylinder 11
0213,Injector Circuit Malfunction - Cylinder 12
0214,Cold Start Injector 1 Malfunction
0215,Cold Start Injector 2 Malfunction
0216,Engine Shutoff Solenoid Malfunction
0217,Injection Timing Control Circuit Malfunction
0218,Engine Overtemp Condition
0219,Transmission Over Temperature Condition
0220,Engine Overspeed Condition
0221,Throttle/Petal Position Sensor/Switch B Circuit Malfunction
0222,Throttle/Petal Position Sensor/Switch B Circuit Range/Performance Problem
0223,Throttle/Petal Position Sensor/Switch B Circuit Low Input
0224,Throttle/Petal Position Sensor/Switch B Circuit High Input
0225,Throttle/Petal Position Sensor/Switch B Circuit Intermittent
0226,Throttle/Petal Position Sensor/Switch C Circuit Malfunction
0227,Throttle/Petal Position Sensor/Switch C Circuit Range/Performance Problem
0228,Throttle/Petal Position Sensor/Switch C Circuit Low Input
0229,Throttle/Petal Position Sensor/Switch C Circuit High Input
0230,Throttle/Petal Position Sensor/Switch C Circuit Intermittent
0231,Fuel Pump Primary Circuit Malfunction
0232,Fuel Pump Secondary Circuit Low
0233,Fuel Pump Secondary Circuit High
0234,Fuel Pump Secondary Circuit Intermittent
0235,Engine Overboost Condition
0236,Turbocharger Boost Sensor A Circuit Malfunction
0237,Turbocharger Boost Sensor A Circuit Range/Performance
0238,Turbocharger Boost Sensor A Circuit Low
0239,Turbocharger Boost Sensor A Circuit High
0240,Turbocharger Boost Sensor B Malfunction
0241,Turbocharger Boost Sensor B Circuit Range/Performance
0242,Turbocharger Boost Sensor B Circuit Low
0243,Turbocharger Boost Sensor B Circuit High
0244,Turbocharger Wastegate Solenoid A Malfunction
0245,Turbocharger Wastegate Solenoid A Range/Performance
0246,Turbocharger Wastegate Solenoid A Low
0247,Turbocharger Wastegate Solenoid A High
0248,Turbocharger Wastegate Solenoid B Malfunction
0249,Turbocharger Wastegate Solenoid B Range/Performance
0250,Turbocharger Wastegate Solenoid B Low
0251,Turbocharger Wastegate Solenoid B High
0252,"Injection Pump Fuel Metering Control ""A"" Malfunction (Cam/Rotor/Injector)"
0253,"Injection Pump Fuel Metering Control ""A"" Range/Performance (Cam/Rotor/Injector)"
0254,"Injection Pump Fuel Metering Control ""A"" Low (Cam/Rotor/Injector)"
0255,"Injection Pump Fuel Metering Control ""A"" High (Cam/Rotor/Injector)"
0256,"Injection Pump Fuel Metering Control ""A"" Intermittent (Cam/Rotor/Injector)"
0257,"Injection Pump Fuel Metering Control ""B"" Malfunction (Cam/Rotor/Injector)"
0258,"Injection Pump Fuel Metering Control ""B"" Range/Performance (Cam/Rotor/Injector)"
0259,"Injection Pump Fuel Metering Control ""B"" Low (Cam/Rotor/Injector)"
0260,"Injection Pump Fuel Metering Control ""B"" High (Cam/Rotor/Injector)"
0261,"Injection Pump Fuel Metering Control ""B"" Intermittent (Cam/Rotor/Injector)"
0262,Cylinder 1 Injector Circuit Low
0263,Cylinder 1 Injector Circuit High
0264,Cylinder 1 Contribution/Balance Fault
0265,Cylinder 2 Injector Circuit Low
0266,Cylinder 2 Injector Circuit High
0267,Cylinder 2 Contribution/Balance Fault
0268,Cylinder 3 Injector Circuit Low
0269,Cylinder 3 Injector Circuit High
0270,Cylinder 3 Contribution/Balance Fault
0271,Cylinder 4 Injector Circuit Low
0272,Cylinder 4 Injector Circuit High
0273,Cylinder 4 Contribution/Balance Fault
0274,Cylinder 5 Injector Circuit Low
0275,Cylinder 5 Injector Circuit High
0276,Cylinder 5 Contribution/Balance Fault
0277,Cylinder 6 Injector Circuit Low
0278,Cylinder 6 Injector Circuit High
0279,Cylinder 6 Contribution/Balance Fault
0280,Cylinder 7 Injector Circuit Low
0281,Cylinder 7 Injector Circuit High
0282,Cylinder 7 Contribution/Balance Fault
0283,Cylinder 8 Injector Circuit Low
0284,Cylinder 8 Injector Circuit High
0285,Cylinder 8 Contribution/Balance Fault
0286,Cylinder 9 Injector Circuit Low
0287,Cylinder 9 Injector Circuit High
0288,Cylinder 9 Contribution/Balance Fault
0289,Cylinder 10 Injector Circuit Low
0290,Cylinder 10 Injector Circuit High
0291,Cylinder 10 Contribution/Balance Fault
0292,Cylinder 11 Injector Circuit Low
0293,Cylinder 11 Injector Circuit High
0294,Cylinder 11 Contribution/Balance Fault
0295,Cylinder 12 Injector Circuit Low
0296,Cylinder 12 Injector Circuit High
0300,Cylinder 12 Contribution/Range Fault
0301,Random/Multiple Cylinder Misfire Detected
0302,Cylinder 1 Misfire Detected
0303,Cylinder 2 Misfire Detected
0304,Cylinder 3 Misfire Detected
0305,Cylinder 4 Misfire Detected
0306,Cylinder 5 Misfire Detected
0307,Cylinder 6 Misfire Detected
0308,Cylinder 7 Misfire Detected
0309,Cylinder 8 Misfire Detected
0310,Cylinder 9 Misfire Detected
0311,Cylinder 10 Misfire Detected
0312,Cylinder 11 Misfire Detected
0320,Cylinder 12 Misfire Detected
0321,Ignition/Distributor Engine Speed Input Circuit Malfunction
0322,Ignition/Distributor Engine Speed Input Circuit Range/Performance
0323,Ignition/Distributor Engine Speed Input Circuit No Signal
0325,Ignition/Distributor Engine Speed Input Circuit Intermittent
0326,Knock Sensor 1 Circuit Malfunction (Bank 1 or Single Sensor)
0327,Knock Sensor 1 Circuit Range/Performance (Bank 1 or Single Sensor)
0328,Knock Sensor 1 Circuit Low Input (Bank 1 or Single Sensor)
0329,Knock Sensor 1 Circuit High Input (Bank 1 or Single Sensor)
0330,Knock Sensor 1 Circuit Intermittent (Bank 1 or Single Sensor)
0331,Knock Sensor 2 Circuit Malfunction (Bank 2)
0332,Knock Sensor 2 Circuit Range/Performance (Bank 2)
0333,Knock Sensor 2 Circuit Low Input (Bank 2)
0334,Knock Sensor 2 Circuit High Input (Bank 2)
0335,Knock Sensor 2 Circuit Intermittent (Bank 2)
0336,Crankshaft Position Sensor A Circuit Malfunction
0337,Crankshaft Position Sensor A Circuit Range/Performance
0338,Crankshaft Position Sensor A Circuit Low Input
0339,Crankshaft Position Sensor A Circuit High Input
0340,Crankshaft Position Sensor A Circuit Intermittent
0341,Camshaft Position Sensor Circuit Malfunction
0342,Camshaft Position Sensor Circuit Range/Performance
0343,Camshaft Position Sensor Circuit Low Input
0344,Camshaft Position Sensor Circuit High Input
0350,Camshaft Position Sensor Circuit Intermittent
0351,Ignition Coil Primary/Secondary Circuit Malfunction
0352,Ignition Coil A Primary/Secondary Circuit Malfunction
0353,Ignition Coil B Primary/Secondary Circuit Malfunction
0354,Ignition Coil C Primary/Secondary Circuit Malfunction
0355,Ignition Coil D Primary/Secondary Circuit Malfunction
0356,Ignition Coil E Primary/Secondary Circuit Malfunction
0357,Ignition Coil F Primary/Secondary Circuit Malfunction
0358,Ignition Coil G Primary/Secondary Circuit Malfunction
0359,Ignition Coil H Primary/Secondary Circuit Malfunction
0360,Ignition Coil I Primary/Secondary Circuit Malfunction
0361,Ignition Coil J Primary/Secondary Circuit Malfunction
0362,Ignition Coil K Primary/Secondary Circuit Malfunction
0370,Ignition Coil L Primary/Secondary Circuit Malfunction
0371,Timing Reference High Resolution Signal A Malfunction
0372,Timing Reference High Resolution Signal A Too Many Pulses
0373,Timing Reference High Resolution Signal A Too Few Pulses
0374,Timing Reference High Resolution Signal A Intermittent/Erratic Pulses
0375,Timing Reference High Resolution Signal A No Pulses
0376,Timing Reference High Resolution Signal B Malfunction
0377,Timing Reference High Resolution Signal B Too Many Pulses
0378,Timing Reference High Resolution Signal B Too Few Pulses
0379,Timing Reference High Resolution Signal B Intermittent/Erratic Pulses
0380,Timing Reference High Resolution Signal B No Pulses
0381,"Glow Plug/Heater Circuit ""A"" Malfunction"
0382,Glow Plug/Heater Indicator Circuit Malfunction
0385,Exhaust Gas Recirculation Flow Malfunction
0386,Crankshaft Position Sensor B Circuit Malfunction
0387,Crankshaft Position Sensor B Circuit Range/Performance
0388,Crankshaft Position Sensor B Circuit Low Input
0389,Crankshaft Position Sensor B Circuit High Input
0400,Crankshaft Position Sensor B Circuit Intermittent
0401,Exhaust Gas Recirculation Flow Malfunction
0402,Exhaust Gas Recirculation Flow Insufficient Detected
0403,Exhaust Gas Recirculation Flow Excessive Detected
0404,Exhaust Gas Recirculation Circuit Malfunction
0405,Exhaust Gas Recirculation Circuit Range/Performance
0406,Exhaust Gas Recirculation Sensor A Circuit Low
0407,Exhaust Gas Recirculation Sensor A Circuit High
0408,Exhaust Gas Recirculation Sensor B Circuit Low
0410,Exhaust Gas Recirculation Sensor B Circuit High
0411,Secondary Air Injection System Malfunction
0412,Secondary Air Injection System Incorrect Flow Detected
0413,Secondary Air Injection System Switching Valve A Circuit Malfunction
0414,Secondary Air Injection System Switching Valve A Circuit Open
0415,Secondary Air Injection System Switching Valve A Circuit Shorted
0416,Secondary Air Injection System Switching Valve B Circuit Malfunction
0417,Secondary Air Injection System Switching Valve B Circuit Open
0418,Secondary Air Injection System Switching Valve B Circuit Shorted
0419,"Secondary Air Injection System Relay ""A"" Circuit Malfunction"
0420,"Secondary Air Injection System Relay ""B"" Circuit Malfunction"
0421,Catalyst System Efficiency Below Threshold (Bank 1)
0422,Warm Up Catalyst Efficiency Below Threshold (Bank 1)
0423,Main Catalyst Efficiency Below Threshold (Bank 1)
0424,Heated Catalyst Efficiency Below Threshold (Bank 1)
0426,Heated Catalyst Temperature Below Threshold (Bank 1)
0427,Catalyst Temperature Sensor Range/Performance (Bank 1)
0428,Catalyst Temperature Sensor Low Input (Bank 1)
0430,Catalyst Temperature Sensor High Input (Bank 1)
0431,Catalyst System Efficiency Below Threshold (Bank 2)
0432,Warm Up Catalyst Efficiency Below Threshold (Bank 2)
0433,Main Catalyst Efficiency Below Threshold (Bank 2)
0434,Heated Catalyst Efficiency Below Threshold (Bank 2)
0436,Heated Catalyst Temperature Below Threshold (Bank 2)
0437,Catalyst Temperature Sensor Range/Performance (Bank 2)
0438,Catalyst Temperature Sensor Low Input (Bank 2)
0440,Catalyst Temperature Sensor High Input (Bank 2)
0441,Evaporative Emission Control System Malfunction
0442,Evaporative Emission Control System Incorrect Purge Flow
0443,Evaporative Emission Control System Leak Detected (small leak)
0444,Evaporative Emission Control System Purge Control Valve Circuit Malfunction
0445,Evaporative Emission Control System Purge Control Valve Circuit Open
0446,Evaporative Emission Control System Purge Control Valve Circuit Shorted
0447,Evaporative Emission Control System Vent Control Circuit Malfunction
0448,Evaporative Emission Control System Vent Control Circuit Open
0449,Evaporative Emission Control System Vent Control Circuit Shorted
0450,Evaporative Emission Control System Vent Valve/Solenoid Circuit Malfunction
0451,Evaporative Emission Control System Pressure Sensor Malfunction
0452,Evaporative Emission Control System Pressure Sensor Range/Performance
0453,Evaporative Emission Control System Pressure Sensor Low Input
0454,Evaporative Emission Control System Pressure Sensor High Input
0455,Evaporative Emission Control System Pressure Sensor Intermittent
0460,Evaporative Emission Control System Leak Detected (gross leak)
0461,Fuel Level Sensor Circuit Malfunction
0462,Fuel Level Sensor Circuit Range/Performance
0463,Fuel Level Sensor Circuit Low Input
0464,Fuel Level Sensor Circuit High Input
0465,Fuel Level Sensor Circuit Intermittent
0466,Purge Flow Sensor Circuit Malfunction
0467,Purge Flow Sensor Circuit Range/Performance
0468,Purge Flow Sensor Circuit Low Input
0469,Purge Flow Sensor Circuit High Input
0470,Purge Flow Sensor Circuit Intermittent
0471,Exhaust Pressure Sensor Malfunction
0472,Exhaust Pressure Sensor Range/Performance
0473,Exhaust Pressure Sensor Low
0474,Exhaust Pressure Sensor High
0475,Exhaust Pressure Sensor Intermittent
0476,Exhaust Pressure Control Valve Malfunction
0477,Exhaust Pressure Control Valve Range/Performance
0478,Exhaust Pressure Control Valve Low
0479,Exhaust Pressure Control Valve High
0480,Exhaust Pressure Control Valve Intermittent
0481,Cooling Fan 1 Control Circuit Malfunction
0482,Cooling Fan 2 Control Circuit Malfunction
0483,Cooling Fan 3 Control Circuit Malfunction
0484,Cooling Fan Rationality Check Malfunction
0485,Cooling Fan Circuit Over Current
0500,Cooling Fan Power/Ground Circuit Malfunction
0501,Vehicle Speed Sensor Malfunction
0502,Vehicle Speed Sensor Range/Performance
0503,Vehicle Speed Sensor Low Input
0505,Vehicle Speed Sensor Intermittent/Erratic/High
0506,Idle Control System Malfunction
0507,Idle Control System RPM Lower Than Expected
0510,Idle Control System RPM Higher Than Expected
0520,Closed Throttle Position Switch Malfunction
0521,Engine Oil Pressure Sensor/Switch Circuit Malfunction
0522,Engine Oil Pressure Sensor/Switch Circuit Range/Performance
0523,Engine Oil Pressure Sensor/Switch Circuit Low Voltage
0530,Engine Oil Pressure Sensor/Switch Circuit High Voltage
0531,A/C Refrigerant Pressure Sensor Circuit Malfunction
0532,A/C Refrigerant Pressure Sensor Circuit Range/Performance
0533,A/C Refrigerant Pressure Sensor Circuit Low Input
0534,A/C Refrigerant Pressure Sensor Circuit High Input
0550,Air Conditioner Refrigerant Charge Loss
0551,Power Steering Pressure Sensor Circuit Malfunction
0552,Power Steering Pressure Sensor Circuit Range/Performance
0553,Power Steering Pressure Sensor Circuit Low Input
0554,Power Steering Pressure Sensor Circuit High Input
0560,Power Steering Pressure Sensor Circuit Intermittent
0561,System Voltage Malfunction
0562,System Voltage Unstable
0563,A/C pressure sensor low voltage(Chrysler)
0565,System Voltage High
0566,Cruise Control On Signal Malfunction
0567,Cruise Control Off Signal Malfunction
0568,Cruise Control Resume Signal Malfunction
0569,Cruise Control Set Signal Malfunction
0570,Cruise Control Coast Signal Malfunction
0571,Cruise Control Accel Signal Malfunction
0572,Cruise Control/Brake Switch A Circuit Malfunction
0573,Cruise Control/Brake Switch A Circuit Low
0574,Cruise Control/Brake Switch A Circuit High
0575,Cruise Control Related Malfunction
0576,Cruise Control Related Malfunction
0578,Cruise Control Related Malfunction
0579,Cruise Control Related Malfunction
0580,Cruise Control Related Malfunction
0600,Cruise Control Related Malfunction
0601,Serial Communication Link Malfunction
0602,Control Module Read Only Memory(ROM)
0603,Control Module Programming Error
0604,Internal Control Module Keep Alive Memory (KAM) Error
0605,Internal Control Module Random Access Memory (RAM) Error
0606,Internal Control Module Read Only Memory (ROM) Error
0608,PCM Processor Fault
0609,"Control Module VSS Output ""A"" Malfunction"
0620,"Control Module VSS Output ""B"" Malfunction"
0621,Generator Control Circuit Malfunction
0622,"Generator Lamp ""L"" Control Circuit Malfunction"
0650,"Generator Field ""F"" Control Circuit Malfunction"
0654,Malfunction Indicator Lamp (MIL) Control Circuit Malfunction
0655,Engine RPM Output Circuit Malfunction
0656,Engine Hot Lamp Output Control Circuit Malfucntion
0700,Fuel Level Output Circuit Malfunction
0701,Transmission Control System Malfunction
0702,Transmission Control System Range/Performance
0703,Transmission Control System Electrical
0704,Torque Converter/Brake Switch B Circuit Malfunction
0705,Clutch Switch Input Circuit Malfunction
0706,Transmission Range Sensor Circuit malfunction (PRNDL Input)
0707,Transmission Range Sensor Circuit Range/Performance
0708,Transmission Range Sensor Circuit Low Input
0709,Transmission Range Sensor Circuit High Input
0710,Transmission Range Sensor Circuit Intermittent
0711,Transmission Fluid Temperature Sensor Circuit Malfunction
0712,Transmission Fluid Temperature Sensor Circuit Range/Performance
0713,Transmission Fluid Temperature Sensor Circuit Low Input
0714,Transmission Fluid Temperature Sensor Circuit High Input
0715,Transmission Fluid Temperature Sensor Circuit Intermittent
0716,Input/Turbine Speed Sensor Circuit Malfunction
0717,Input/Turbine Speed Sensor Circuit Range/Performance
0718,Input/Turbine Speed Sensor Circuit No Signal
0719,Input/Turbine Speed Sensor Circuit Intermittent
0720,Torque Converter/Brake Switch B Circuit Low
0721,Output Speed Sensor Circuit Malfunction
0722,Output Speed Sensor Range/Performance
0723,Output Speed Sensor No Signal
0724,Output Speed Sensor Intermittent
0725,Torque Converter/Brake Switch B Circuit High
0726,Engine Speed input Circuit Malfunction
0727,Engine Speed Input Circuit Range/Performance
0728,Engine Speed Input Circuit No Signal
0730,Engine Speed Input Circuit Intermittent
0731,Incorrect Gear Ratio
0732,Gear 1 Incorrect ratio
0733,Gear 2 Incorrect ratio
0734,Gear 3 Incorrect ratio
0735,Gear 4 Incorrect ratio
0736,Gear 5 Incorrect ratio
0740,Reverse incorrect gear ratio
0741,Torque Converter Clutch Circuit Malfuction
0742,Torque Converter Clutch Circuit Performance or Stuck Off
0743,Torque Converter Clutch Circuit Stuck On
0744,Torque Converter Clutch Circuit Electrical
0745,Torque Converter Clutch Circuit Intermittent
0746,Pressure Control Solenoid Malfunction
0747,Pressure Control Solenoid Performance or Stuck Off
0748,Pressure Control Solenoid Stuck On
0749,Pressure Control Solenoid Electrical
0750,Pressure Control Solenoid Intermittent
0751,Shift Solenoid A Malfunction
0752,Shift Solenoid A Performance or Stuck Off/
0753,1-2 Shift Solenoid Valve Performance
0754,Shift Solenoid A Stuck On
0755,Shift Solenoid A Electrical/
0756,1-2 Shift Solenoid Circuit Electrical
0757,Shift Solenoid A Intermittent
0758,Shift Solenoid B Malfunction
0759,Shift Solenoid B Performance or Stuck Off/
0760,2-3 Shift Solenoid Valve Performance
0761,Shift Solenoid B Stuck On
0762,Shift Solenoid B Electrical/ 2-3 Shift Solenoid Circuit Electrical
0763,Shift Solenoid B Intermittent
0764,Shift Solenoid C Malfunction
0765,Shift Solenoid C Performance or Stuck Off
0766,Shift Solenoid C Stuck On
0767,Shift Solenoid C Electrical
0768,Shift Solenoid C Intermittent
0769,Shift Solenoid D Malfunction
0770,Shift Solenoid D Performance or Stuck Off
0771,Shift Solenoid D Stuck On
0772,Shift Solenoid D Electrical
0773,Shift Solenoid D Intermittent
0774,Shift Solenoid E Malfunction
0775,Shift Solenoid E Performance or Stuck Off
0776,Shift Solenoid E Stuck On
0777,Shift Solenoid E Electrical
0778,Shift Solenoid E Intermittent
0779,Pressure Control Solenoid B Malfunction
0780,Pressure Control Solenoid B Performance
0781,Pressure Control Solenoid B Stuck On
0782,Pressure Control Solenoid B Electrical
0783,Pressure Control Solenoid B Intermittent
0784,Shift Malfunction
0785,1-2 Shift Malfunction
0786,2-3 Shift Malfunction
0787,3-4 Shift Malfunction
0788,4-5 Shift Malfunction
0789,Shift/Timing Solenoid Malfunction/ 3-2 Shift Solenoid Circuit Electrical
0790,Shift/Timing Solenoid Range/Performance
0801,Shift/Timing Solenoid Low
0803,Shift/Timing Solenoid High
0804,Shift/Timing Solenoid Intermittent
1100,Normal/Performance Switch Circuit Malfunction
1101,Reverse Inhibit Control Circuit Malfunction
1102,1-4 Upshift (Skip Shift) Solenoid Control Circuit Malfunction
1103,1-4 Upshift (Skip Shift) Lamp Control Circuit Malfunction
1104,MAF Sensor Intermittent/ Check of all OBDII Systems Not Complete
1105,MAF Sensor Out Of Self Test Range./
1106,KOER Not Able To Complete  KOER Aborted
1107,MAF Sensor In Range But Lower Than Expected
1108,MAF Sensor In Range But Higher Than Expected
1109,MAF Ground Malfunction
1110,Dual Alternator Upper Fault
1111,Dual Alternator Lower Fault/ Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent High Voltage
1112,Dual Alternator Lower Circuit Malfunction/ Manifold Absolute Pressure (MAP) Sensor Circuit Intermittent Low Voltage
1113,Dual Alternator Battery Lamp Circuit Malfunction
1114,IAT - B Sensor Intermittent
1115,IAT Sensor (D/C) Open/Short
1116,Intake Air Temperature (IAT) Sensor Circuit Intermittent High Voltage
1117,Intake Air Temperature (IAT) Sensor Circuit Intermittent Low Voltage
1118,IAT Sensor Open/Short
1119,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent Low Voltage/IAT - B Circuit Low Input
1120,Engine Coolant Temperature (ECT) Sensor Circuit Intermittent High Voltage/IAT - B Circuit High Input
1121,Engine Coolant sensor out of range/ECT Sensor Out Of Self Test Range
1122,Engine Coolant Sensor intermittent/ECT Sensor Intermittent
1123,Manifold Absolute Temperature Circuit Low Input
1124,Manifold Absolute Temperature Circuit High Input
1125,Throttle position sensor out of range
1126,Throttle Position (TP) Sensor Circuit Intermittent High Voltage
1127,Throttle Position (TP) Sensor Circuit Intermittent Low Voltage
1128,Throttle Position Sensor In Range But Higher Than Expected
1129,Throttle Position Sensor Out Of Self Test Range
1130,Throttle position sensor intermittent
1131,Throttle Position (Narrow Range) Sensor Circuit Malfunction
1132,Exhaust Not Warm
1133,Upstream Heated O2 Sensors Swapped
1134,Downstream Heated O2 Sensors Swapped
1135,Lack Of HO2S Switch - Adaptive Fuel At Limit
1136,Lack Of HO2S Switch - Sensor Indicates Lean
1137,Lack Of HO2S Switch - Sensor Indicates Rich
1138,HO2S Insufficient Switching Sensor 1
1139,HO2S Transition Time Ratio Sensor 1
1140,Pedal Position Sensor A Circuit Intermittent
1141,Fan Control Circuit Malfunction
1142,Lack Of HO2S Switch - Sensor Indicates Lean
1143,Lack Of HO2S12 Switch - Sensor Indicates Rich
1144,Water In Fuel Indicator Circuit Malfunction
1150,Water In Fuel Condition
1151,Fuel Restriction Indicator Circuit Malfunction
1152,Fuel Restriction Condition
1153,Air Assist Control Valve Range/Performance
1154,Air Assist Control Valve Circuit Malfunction
1155,Lack Of HO2S21 Switch - Adaptive Fuel At Limit
1156,Lack Of HO2S21 Switch - Sensor Indicates Lean
1157,Lack Of HO2S21 Switch - Sensor Indicates Rich
1158,Bank 2 Fuel Control Shifted Lean
1159,Bank 2 Fuel Control Shifted Rich
1167,Alternative Fuel Controller
1168,Fuel Select Switch Malfunction
1169,Lack Of HO2S22 Switch - Sensor Indicates Lean
1170,Lack Of HO2S22 Switch - Sensor Indicates Rich
1171,Fuel Stepper Motor Malfunction
1172,Invalid Test
1173,Fuel Rail Sensor In-Range Low Failure
1174,Fuel Rail Sensor In-Range High Failure
1175,ESO - Engine Shut Off Solenoid Fault
1176,Rotor Sensor Fault
1177,Rotor Control Fault
1178,Rotor Calibration Fault
1180,Cam Sensor Fault
1181,Cam Control Fault
1182,Cam Calibration Fault
1183,Synchronization Fault
